"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"188","GeneCompass",0.6107,3,0.984038771652997,5,0.982367758186398,4,0.0303685849385966,12,0.651868778694498,6,5,"Norman","CBL+CNN1_1"
"189","GenePert",0.5651,8,0.983553259003659,6,0.969773299748111,8,0.179180303354344,7,0.674401715526528,7.25,7,"Norman","CBL+CNN1_1"
"190","linearModel",0.6062,4,1,1,0.997481108312343,2,0.179216120963393,6,0.695724307318934,3.25,1,"Norman","CBL+CNN1_1"
"191","scELMo",0.4956,10,0.948873784050909,9,0.92191435768262,11,0,15,0.591597035433382,11.25,13,"Norman","CBL+CNN1_1"
"192","scFoundation",0.4076,12,0.263806765965563,13,0.722921914357683,14,0.0869855201771417,10,0.370328550125097,12.25,14,"Norman","CBL+CNN1_1"
"193","scGPT",0.4259,11,0,15,0.949622166246851,10,0.91527337254221,2,0.572698884697265,9.5,10,"Norman","CBL+CNN1_1"
"194","scouter",0.000299999999999967,14,0.0718905515770492,14,0.866498740554156,13,0.0249878942184276,13,0.240919296587408,13.5,15,"Norman","CBL+CNN1_1"
"195","trainMean",0.6005,5,0.999046314438799,2,0.997481108312343,2,0.179081648746821,8,0.694027267874491,4.25,3,"Norman","CBL+CNN1_1"
"196","AttentionPert",0.7651,7,0.965261405517759,6,0.870967741935484,9,0.0792275948457625,11,0.670139185574751,8.25,8,"Norman","CBL+PTPN9_1"
"197","baseMLP",0.3921,14,0.767251416968985,11,0,15,0.208320465961881,5,0.341917970732717,11.25,12,"Norman","CBL+PTPN9_1"
"198","baseReg",0.8813,1,1,1,1,1,0.208044351814046,8,0.772336087953511,2.75,1,"Norman","CBL+PTPN9_1"
"199","biolord",0.8,6,0.991849421183807,4,0.959677419354839,6,0.195186856856679,9,0.736678424348831,6.25,6,"Norman","CBL+PTPN9_1"
"200","baseControl",-0.0752999999999999,15,0.93150434473003,10,0.693548387096774,13,0.208619159335799,3,0.439592972790651,10.25,11,"Norman","CBL+PTPN9_1"
"201","CPA",0.8537,3,0.419345836661246,12,1,1,1,1,0.818261459165311,4.25,3,"Norman","CBL+PTPN9_1"
"202","GEARS",0.7171,9,0.955619280401082,8,0.830645161290323,10,0.0605272850963483,13,0.640972931696938,10,9,"Norman","CBL+PTPN9_1"
"203","GeneCompass",0.6955,11,0.957024220787344,7,0.830645161290323,10,0.0747919518145015,12,0.639490333473042,10,9,"Norman","CBL+PTPN9_1"
"204","GenePert",0.7183,8,0.976703009074375,5,0.895161290322581,8,0.208102829422683,7,0.69956678220491,7,7,"Norman","CBL+PTPN9_1"
"205","linearModel",0.8207,5,0.994611187559542,3,0.975806451612903,5,0.208224047619593,6,0.749835421698009,4.75,4,"Norman","CBL+PTPN9_1"
"206","scELMo",0.6272,12,0.937701479036557,9,0.741935483870968,12,0.0443906534346438,14,0.587806904085542,11.75,14,"Norman","CBL+PTPN9_1"
"207","scFoundation",0.4773,13,0.19783677672033,13,0.00806451612903247,14,0.0898996278833879,10,0.193275230183188,12.5,15,"Norman","CBL+PTPN9_1"
"208","scGPT",0.8683,2,0,15,0.983870967741935,3,0.931502994854518,2,0.695918490649113,5.5,5,"Norman","CBL+PTPN9_1"
"209","scouter",0.7028,10,0.136962441901866,14,0.903225806451613,7,0,15,0.43574706208837,11.5,13,"Norman","CBL+PTPN9_1"
"210","trainMean",0.8239,4,0.995024971371934,2,0.983870967741935,3,0.208540167243726,4,0.752834026589399,3.25,2,"Norman","CBL+PTPN9_1"
"211","AttentionPert",0.6006,4,0.947632463873489,8,0.899676375404531,9,0.113371636204196,13,0.640320118870554,8.5,10,"Norman","CBL+PTPN12_1"
"212","baseMLP",0.2206,14,0.474679632827411,11,0,15,0.244788957032162,3,0.235017147464893,10.75,12,"Norman","CBL+PTPN12_1"
"213","baseReg",0.5738,6,0.961537762428429,2,0.925566343042071,2,0.244439752080201,4,0.676335964387675,3.5,2,"Norman","CBL+PTPN12_1"
"214","biolord",0.851,1,1,1,1,1,0.211810540485979,9,0.765702635121495,3,1,"Norman","CBL+PTPN12_1"
"215","baseControl",-0.00849999999999995,15,0.928010542579297,9,0.86084142394822,12,0.244178483797052,5,0.506132612581142,10.25,11,"Norman","CBL+PTPN12_1"
"216","CPA",0.634,2,0.325783877124421,12,0.893203883495146,11,1,1,0.713246940154892,6.5,4,"Norman","CBL+PTPN12_1"
"217","GEARS",0.6206,3,0.949795510315369,7,0.912621359223301,7,0.11751032777029,12,0.65013179932724,7.25,8,"Norman","CBL+PTPN12_1"
"218","GeneCompass",0.6002,5,0.950049986367354,6,0.909385113268608,8,0.121544497895918,11,0.64529489938297,7.5,9,"Norman","CBL+PTPN12_1"
"219","GenePert",0.5553,8,0.961101517767881,3,0.925566343042071,2,0.244106565073265,6,0.671518606470805,4.75,3,"Norman","CBL+PTPN12_1"
"220","linearModel",0.5432,9,0.955393983459057,4,0.915857605177994,5,0.242123742435225,8,0.664143832768069,6.5,4,"Norman","CBL+PTPN12_1"
"221","scELMo",0.496,12,0.922930109970008,10,0.86084142394822,12,0.107784771214246,14,0.596889076283118,12,13,"Norman","CBL+PTPN12_1"
"222","scFoundation",0.4011,13,0.229928201399618,13,0.58252427184466,14,0.138651349344916,10,0.338050955647298,12.5,14,"Norman","CBL+PTPN12_1"
"223","scGPT",0.5687,7,0,15,0.925566343042071,2,0.907444905780767,2,0.60042781220571,6.5,4,"Norman","CBL+PTPN12_1"
"224","scouter",0.5212,11,0.156702717440698,14,0.896440129449838,10,0,15,0.393585711722634,12.5,14,"Norman","CBL+PTPN12_1"
"225","trainMean",0.5417,10,0.955066799963646,5,0.915857605177994,5,0.242398880335914,7,0.663755821369389,6.75,7,"Norman","CBL+PTPN12_1"
"226","AttentionPert",0.723,1,0.997500637092506,2,1,1,0.0683271188743197,11,0.697206938991706,3.75,2,"Norman","CBL+TGFBR2_1"
"227","baseMLP",0.271,14,0.756709074157568,11,0,15,0.188096065485819,6,0.303951284910847,11.5,13,"Norman","CBL+TGFBR2_1"
"228","baseReg",0.6776,3,1,1,0.992063492063492,2,0.18983219195547,3,0.714873921004741,2.25,1,"Norman","CBL+TGFBR2_1"
"229","biolord",0.5659,9,0.991061102072021,5,0.96031746031746,5,0.179219935052678,9,0.67412462436054,7,6,"Norman","CBL+TGFBR2_1"
"230","baseControl",0.052,15,0.967302452316076,10,0.857142857142857,13,0.188237672746806,5,0.516170745551435,10.75,11,"Norman","CBL+TGFBR2_1"
"231","CPA",0.6811,2,0.398280830376571,12,0.96031746031746,5,1,1,0.759924572673508,5,5,"Norman","CBL+TGFBR2_1"
"232","GEARS",0.6684,4,0.980250132319213,8,0.936507936507937,9,0.0621381753219897,12,0.661824061037285,8.25,9,"Norman","CBL+TGFBR2_1"
"233","GeneCompass",0.6149,6,0.986003567718033,6,0.944444444444444,8,0.0845873317103674,10,0.657483835968211,7.5,7,"Norman","CBL+TGFBR2_1"
"234","GenePert",0.4812,11,0.981945778527042,7,0.928571428571429,10,0.187326979035671,7,0.644761046533535,8.75,10,"Norman","CBL+TGFBR2_1"
"235","linearModel",0.6229,5,0.994756238605846,3,0.976190476190476,3,0.187293619980705,8,0.695285083694257,4.75,4,"Norman","CBL+TGFBR2_1"
"236","scELMo",0.5298,10,0.97424185991806,9,0.896825396825397,11,0.0489778079692123,14,0.612461266178167,11,12,"Norman","CBL+TGFBR2_1"
"237","scFoundation",0.3611,12,0.225814988336306,13,0.134920634920635,14,0.0621072485058661,13,0.195985717940702,13,14,"Norman","CBL+TGFBR2_1"
"238","scGPT",0.5871,8,0,15,0.96031746031746,5,0.942291814800604,2,0.622427318779516,7.5,7,"Norman","CBL+TGFBR2_1"
"239","scouter",0.3159,13,0.146129417991492,14,0.865079365079365,12,0,15,0.331777195767714,13.5,15,"Norman","CBL+TGFBR2_1"
"240","trainMean",0.6118,7,0.994040734714681,4,0.976190476190476,3,0.188915813368534,4,0.692736756068423,4.5,3,"Norman","CBL+TGFBR2_1"
"241","AttentionPert",0.6226,2,0.98668561952144,6,0.930232558139535,8,0.00471733267426488,14,0.63605887758381,7.5,8,"Norman","CBL+UBASH3A_1"
"242","baseMLP",0.2476,14,0.777474532101398,11,0,15,0.232114175525986,4,0.314297176906846,11,14,"Norman","CBL+UBASH3A_1"
"243","baseReg",0.4705,11,1,1,0.953488372093023,3,0.227456532626789,5,0.662861226179953,5,2,"Norman","CBL+UBASH3A_1"
"244","biolord",0.4814,10,0.99651267472163,3,0.937984496124031,6,0.222206939046745,9,0.659526027473102,7,7,"Norman","CBL+UBASH3A_1"
"245","baseControl",-0.00819999999999999,15,0.970717839374556,8,0.806201550387597,13,0.227248116308885,6,0.49899187651776,10.5,13,"Norman","CBL+UBASH3A_1"
"246","CPA",0.641,1,0.45440416962805,12,0.984496124031008,2,1,1,0.769975073414764,4,1,"Norman","CBL+UBASH3A_1"
"247","GEARS",0.5762,4,0.965685856432125,9,0.86046511627907,11,0,15,0.600587743177799,9.75,10,"Norman","CBL+UBASH3A_1"
"248","GeneCompass",0.5439,5,0.985813788201848,7,0.89922480620155,9,0.00564821024747197,13,0.608646701162718,8.5,9,"Norman","CBL+UBASH3A_1"
"249","GenePert",0.4912,9,0.999402985074627,2,0.953488372093023,3,0.225279057513233,8,0.667342603670221,5.5,4,"Norman","CBL+UBASH3A_1"
"250","linearModel",0.5118,6,0.995811419095001,4,0.945736434108527,5,0.221482212067237,10,0.668707516317691,6.25,5,"Norman","CBL+UBASH3A_1"
"251","scELMo",0.5053,7,0.961904761904762,10,0.829457364341085,12,0.00807756090958578,12,0.576184921788858,10.25,12,"Norman","CBL+UBASH3A_1"
"252","scFoundation",0.4003,12,0.245363657900971,13,0.263565891472868,14,0.126218382292089,11,0.258861982916482,12.5,15,"Norman","CBL+UBASH3A_1"
"253","scGPT",0.6202,3,0,15,1,1,0.997306729159565,2,0.654376682289891,5.25,3,"Norman","CBL+UBASH3A_1"
"254","scouter",0.3248,13,0.139777303956409,14,0.875968992248062,10,0.250198588036104,3,0.397686221060144,10,11,"Norman","CBL+UBASH3A_1"
"255","trainMean",0.5025,8,0.995233357024402,5,0.937984496124031,6,0.225929754513226,7,0.665411901915415,6.5,6,"Norman","CBL+UBASH3A_1"
"256","AttentionPert",0.8404,4,0.991033801773844,5,0.972972972972973,4,0.0498080986518205,14,0.713553718349659,6.75,6,"Norman","CBL+UBASH3B_1"
"257","baseMLP",0.509,13,0.812230000176326,11,0,15,0.176055578378309,5,0.374321394638659,11,13,"Norman","CBL+UBASH3B_1"
"258","baseReg",0.8992,1,0.998280817449262,3,0.990990990990991,3,0.174824968781832,7,0.765824194305521,3.5,3,"Norman","CBL+UBASH3B_1"
"259","biolord",0.8388,5,0.993652249043429,4,0.963963963963964,6,0.163103211368004,9,0.739879856093849,6,4,"Norman","CBL+UBASH3B_1"
"260","baseControl",0.0488,15,0.914622749634123,10,0.513513513513513,13,0.176237934990781,3,0.413293549534604,10.25,12,"Norman","CBL+UBASH3B_1"
"261","CPA",0.8059,7,0.431999717877735,12,0.972972972972973,4,1,1,0.802718172712677,6,4,"Norman","CBL+UBASH3B_1"
"262","GEARS",0.7973,8,0.978902544390175,7,0.918918918918919,8,0.0506775319236606,13,0.686449748808189,9,8,"Norman","CBL+UBASH3B_1"
"263","GeneCompass",0.8129,6,0.986211274311005,6,0.936936936936937,7,0.0543016842144729,12,0.697587473865603,7.75,7,"Norman","CBL+UBASH3B_1"
"264","GenePert",0.6849,11,0.964223370303105,9,0.801801801801802,12,0.174638732258283,8,0.656390976090798,10,11,"Norman","CBL+UBASH3B_1"
"265","linearModel",0.8499,2,1,1,1,1,0.176065774713741,4,0.756491443678435,2,1,"Norman","CBL+UBASH3B_1"
"266","scELMo",0.7592,9,0.970588753901222,8,0.873873873873874,9,0.0707699511398724,11,0.668608144728742,9.25,9,"Norman","CBL+UBASH3B_1"
"267","scFoundation",0.4547,14,0.284749528326839,13,0.081081081081081,14,0.127663651420418,10,0.237048565207085,12.75,14,"Norman","CBL+UBASH3B_1"
"268","scGPT",0.7518,10,0,15,0.81981981981982,11,0.911320252012173,2,0.620735017957998,9.5,10,"Norman","CBL+UBASH3B_1"
"269","scouter",0.6727,12,0.15436496041472,14,0.837837837837838,10,0,15,0.416225699563139,12.75,14,"Norman","CBL+UBASH3B_1"
"270","trainMean",0.8458,3,0.999673796131398,2,1,1,0.175779386976924,6,0.755313295777081,3,2,"Norman","CBL+UBASH3B_1"
"271","AttentionPert",0.7321,7,0.936662458975006,6,0.743801652892562,10,0.0340360746581901,13,0.61165004663144,9,9,"Norman","CDKN1A+CDKN1B_1"
"272","baseMLP",0.3683,14,0.758374147942439,11,0,15,0.258543651885903,3,0.346304449957085,10.75,12,"Norman","CDKN1A+CDKN1B_1"
"273","baseReg",0.8168,6,0.99386013632921,3,0.966942148760331,3,0.256597250711343,5,0.758549883950221,4.25,3,"Norman","CDKN1A+CDKN1B_1"
"274","biolord",0.8934,1,0.990820499873769,4,0.958677685950413,4,0.248151204766717,9,0.772762347647725,4.5,4,"Norman","CDKN1A+CDKN1B_1"
"275","baseControl",0.0618,15,0.926331734410502,8,0.677685950413223,11,0.255751186495538,6,0.480392217829816,10,11,"Norman","CDKN1A+CDKN1B_1"
"276","CPA",0.649,12,0.448331229487503,12,0.851239669421488,8,1,1,0.737142724727248,8.25,7,"Norman","CDKN1A+CDKN1B_1"
"277","GEARS",0.7075,9,0.916869477404696,9,0.677685950413223,11,0,15,0.57551385695448,11,13,"Norman","CDKN1A+CDKN1B_1"
"278","GeneCompass",0.7275,8,0.935985862156021,7,0.752066115702479,9,0.0442297299914615,12,0.614945426962491,9,9,"Norman","CDKN1A+CDKN1B_1"
"279","GenePert",0.6701,10,0.972259530421611,5,0.87603305785124,7,0.254544894606744,7,0.693234370719899,7.25,6,"Norman","CDKN1A+CDKN1B_1"
"280","linearModel",0.8919,2,1,1,1,1,0.25689928511133,4,0.787199821277833,2,1,"Norman","CDKN1A+CDKN1B_1"
"281","scELMo",0.657,11,0.898560969452159,10,0.59504132231405,13,0.0247160451444941,14,0.543829584227676,12,14,"Norman","CDKN1A+CDKN1B_1"
"282","scFoundation",0.5399,13,0.244695783892956,13,0.190082644628099,14,0.184381720173461,10,0.289765037173629,12.5,15,"Norman","CDKN1A+CDKN1B_1"
"283","scGPT",0.8435,5,0,15,0.950413223140496,5,0.950417299289238,2,0.686082630607433,6.75,5,"Norman","CDKN1A+CDKN1B_1"
"284","scouter",0.8583,4,0.145932845241101,14,0.900826446280992,6,0.0879722332277264,11,0.498257881187455,8.75,8,"Norman","CDKN1A+CDKN1B_1"
"285","trainMean",0.885,3,0.997798535723302,2,0.991735537190083,2,0.254247439264384,8,0.782195378044442,3.75,2,"Norman","CDKN1A+CDKN1B_1"
"286","AttentionPert",0.712,9,0.940118501911644,7,0.808219178082192,10,0.0726476147846912,11,0.633246323694632,9.25,8,"Norman","CDKN1A+CDKN1C_1"
"287","baseMLP",0.3944,14,0.712032347819124,11,0,15,0.252747148516833,4,0.339794874083989,11,12,"Norman","CDKN1A+CDKN1C_1"
"288","baseReg",0.7666,6,0.985317372940729,4,0.938356164383562,5,0.24900708990313,8,0.734820156806855,5.75,5,"Norman","CDKN1A+CDKN1C_1"
"289","biolord",0.8692,3,1,1,1,1,0.241827678447356,9,0.777756919611839,3.5,3,"Norman","CDKN1A+CDKN1C_1"
"290","baseControl",-0.00970000000000004,15,0.917499049182297,9,0.691780821917808,13,0.250825834161207,7,0.462601426315328,11,12,"Norman","CDKN1A+CDKN1C_1"
"291","CPA",0.7925,5,0.440849130252017,12,0.958904109589041,4,1,1,0.798063309960264,5.5,4,"Norman","CDKN1A+CDKN1C_1"
"292","GEARS",0.7149,8,0.927617751266089,8,0.753424657534247,11,0.0524177889185272,14,0.612090049429716,10.25,10,"Norman","CDKN1A+CDKN1C_1"
"293","GeneCompass",0.7085,10,0.947915207078087,6,0.815068493150685,9,0.0666969996726204,12,0.634545174975348,9.25,8,"Norman","CDKN1A+CDKN1C_1"
"294","GenePert",0.6979,11,0.973377104309706,5,0.897260273972603,7,0.253671002354389,3,0.705552095159174,6.5,6,"Norman","CDKN1A+CDKN1C_1"
"295","linearModel",0.8786,1,0.998068338771343,2,0.993150684931507,2,0.252594451310892,5,0.780603368753436,2.5,1,"Norman","CDKN1A+CDKN1C_1"
"296","scELMo",0.6606,12,0.915527353524031,10,0.712328767123288,12,0.0557538703943293,13,0.586052497760412,11.75,14,"Norman","CDKN1A+CDKN1C_1"
"297","scFoundation",0.5478,13,0.274696238765338,13,0.335616438356164,14,0.143576573816153,10,0.325422312734414,12.5,15,"Norman","CDKN1A+CDKN1C_1"
"298","scGPT",0.7212,7,0,15,0.910958904109589,6,0.906336561606332,2,0.63462386642898,7.5,7,"Norman","CDKN1A+CDKN1C_1"
"299","scouter",0.8564,4,0.146295814400384,14,0.849315068493151,8,0,15,0.463002720723384,10.25,10,"Norman","CDKN1A+CDKN1C_1"
"300","trainMean",0.8756,2,0.997147546890326,3,0.993150684931507,2,0.251173839703858,6,0.779268017881423,3.25,2,"Norman","CDKN1A+CDKN1C_1"
"301","AttentionPert",0.7205,10,0.991464195033338,6,0.988165680473373,8,0.0290357963637425,13,0.682291417967613,9.25,10,"Norman","CDKN1B_1"
"302","baseMLP",0.2356,14,0.329510971657412,12,0,15,0.160448068559702,3,0.181389760054279,11,13,"Norman","CDKN1B_1"
"303","baseReg",0.7541,6,0.996459756827612,3,0.994082840236686,3,0.158720310246234,8,0.725840726827633,5,4,"Norman","CDKN1B_1"
"304","biolord",0.8074,1,1,1,1,1,0.144905680527152,10,0.738076420131788,3.25,2,"Norman","CDKN1B_1"
"305","baseControl",-0.0243,15,0.970872984744958,10,0.952662721893491,13,0.159325442837699,7,0.514640287369037,11.25,14,"Norman","CDKN1B_1"
"306","CPA",0.6845,12,0.485580992093801,11,0.985207100591716,10,1,1,0.788822023171379,8.5,8,"Norman","CDKN1B_1"
"307","GEARS",0.767,5,0.989379270482835,7,0.988165680473373,8,0.0113759194933383,14,0.688980217612387,8.5,8,"Norman","CDKN1B_1"
"308","GeneCompass",0.7381,9,0.987531738331648,9,0.985207100591716,10,0,15,0.677709709730841,10.75,12,"Norman","CDKN1B_1"
"309","GenePert",0.7696,3,0.99740932642487,2,0.997041420118343,2,0.159442353570646,5,0.730873275028465,3,1,"Norman","CDKN1B_1"
"310","linearModel",0.7482,7,0.995561794273683,4,0.994082840236686,3,0.160331194029559,4,0.724543957134982,4.5,3,"Norman","CDKN1B_1"
"311","scELMo",0.6888,11,0.989121235266189,8,0.985207100591716,10,0.03323685146682,12,0.674091296831181,10.25,11,"Norman","CDKN1B_1"
"312","scFoundation",0.5103,13,0.195322337592635,13,0.689349112426036,14,0.151391728187265,9,0.386590794551484,12.25,15,"Norman","CDKN1B_1"
"313","scGPT",0.7691,4,0,15,0.994082840236686,3,0.917571333507465,2,0.670188543436038,6,5,"Norman","CDKN1B_1"
"314","scouter",0.7857,2,0.139700266292344,14,0.994082840236686,3,0.0341318386913415,11,0.488403736305093,7.5,7,"Norman","CDKN1B_1"
"315","trainMean",0.7382,8,0.994601903267758,5,0.99112426035503,7,0.159335484491014,6,0.720815412028451,6.5,6,"Norman","CDKN1B_1"
"316","AttentionPert",0.6839,5,0.960220745117348,7,0.933797909407665,9,0.0196659897074976,13,0.649396161058128,8.5,8,"Norman","CDKN1B+CDKN1C_1"
"317","baseMLP",0.2546,14,0.427796241588708,12,0,15,0.239234918448143,7,0.230407790009213,12,14,"Norman","CDKN1B+CDKN1C_1"
"318","baseReg",0.6793,7,0.998553668143772,3,0.996515679442509,3,0.238659981037503,8,0.728257332155946,5.25,3,"Norman","CDKN1B+CDKN1C_1"
"319","biolord",0.7004,4,0.996204661086493,5,0.996515679442509,3,0.213220196658599,9,0.7265851342969,5.25,3,"Norman","CDKN1B+CDKN1C_1"
"320","baseControl",0.00609999999999999,15,0.945511242409322,10,0.898954703832753,13,0.241206953386004,5,0.52294322490702,10.75,12,"Norman","CDKN1B+CDKN1C_1"
"321","CPA",0.5133,13,0.461667076973576,11,0.940766550522648,8,1,1,0.728933406874056,8.25,7,"Norman","CDKN1B+CDKN1C_1"
"322","GEARS",0.6797,6,0.953204496963729,8,0.923344947735192,10,0.01250431873798,14,0.642188440859225,9.5,10,"Norman","CDKN1B+CDKN1C_1"
"323","GeneCompass",0.6781,8,0.970129656983424,6,0.951219512195122,7,0.0341194374000072,11,0.658392151644638,8,6,"Norman","CDKN1B+CDKN1C_1"
"324","GenePert",0.6603,9,0.996348268504842,4,0.993031358885017,5,0.24141539053854,3,0.7227737544821,5.25,3,"Norman","CDKN1B+CDKN1C_1"
"325","linearModel",0.7116,3,0.999446085672083,2,1,1,0.241236280511297,4,0.738070591545845,2.5,1,"Norman","CDKN1B+CDKN1C_1"
"326","scELMo",0.655,10,0.948629574922042,9,0.9198606271777,11,0,15,0.630872550524936,11.25,13,"Norman","CDKN1B+CDKN1C_1"
"327","scFoundation",0.5456,12,0.261180863285738,13,0.689895470383275,14,0.153389233376127,10,0.412516391761285,12.25,15,"Norman","CDKN1B+CDKN1C_1"
"328","scGPT",0.6219,11,0,15,0.982578397212544,6,0.955860570789174,2,0.64008474200043,8.5,8,"Norman","CDKN1B+CDKN1C_1"
"329","scouter",0.7683,1,0.0969452650582636,14,0.905923344947735,12,0.033349931366655,12,0.451129635343163,9.75,11,"Norman","CDKN1B+CDKN1C_1"
"330","trainMean",0.7141,2,1,1,1,1,0.239656771162074,6,0.738439192790519,2.5,1,"Norman","CDKN1B+CDKN1C_1"
"331","AttentionPert",0.6422,8,0.987225869392898,4,0.988789237668161,7,0.0150516219491659,12,0.658316682252556,7.75,7,"Norman","CDKN1C_1"
"332","baseMLP",0.2699,14,0.144112924534054,14,0,15,0.171895802566406,6,0.146477181775115,12.25,14,"Norman","CDKN1C_1"
"333","baseReg",0.6323,9,0.971484319424402,9,0.97085201793722,12,0.162081396721478,8,0.684179433520775,9.5,10,"Norman","CDKN1C_1"
"334","biolord",0.5485,12,0.982896689091685,6,0.982062780269058,10,0.160698872213839,9,0.668539585393646,9.25,9,"Norman","CDKN1C_1"
"335","baseControl",0.0135,15,0.959319932521697,10,0.955156950672646,13,0.17337225641818,3,0.525337284903131,10.25,12,"Norman","CDKN1C_1"
"336","CPA",0.7576,1,0.460112599337412,11,0.993273542600897,3,1,1,0.802746535484577,4,3,"Norman","CDKN1C_1"
"337","GEARS",0.666,5,0.986311253836304,5,0.988789237668161,7,0.00297670986379361,14,0.661019300342065,7.75,7,"Norman","CDKN1C_1"
"338","GeneCompass",0.606,10,0.981809312818845,7,0.984304932735426,9,0.0136212140994733,13,0.646433864913436,9.75,11,"Norman","CDKN1C_1"
"339","GenePert",0.7229,4,0.997225666144997,2,0.997757847533632,2,0.172813221452347,4,0.722674183782744,3,1,"Norman","CDKN1C_1"
"340","linearModel",0.7477,3,1,1,1,1,0.168934113140987,7,0.729158528285247,3,1,"Norman","CDKN1C_1"
"341","scELMo",0.5517,11,0.979746346618971,8,0.979820627802691,11,0,15,0.627816743605416,11.25,13,"Norman","CDKN1C_1"
"342","scFoundation",0.5068,13,0.210310766041341,12,0.769058295964126,14,0.085612784522189,10,0.392945461631914,12.25,14,"Norman","CDKN1C_1"
"343","scGPT",0.643,7,0,15,0.991031390134529,4,0.910566340438723,2,0.636149432643313,7,5,"Norman","CDKN1C_1"
"344","scouter",0.7555,2,0.158807747810004,13,0.991031390134529,4,0.039394807414743,11,0.486183486339819,7.5,6,"Norman","CDKN1C_1"
"345","trainMean",0.6591,6,0.990427023840979,3,0.991031390134529,4,0.17266506006882,5,0.703305868511082,4.5,4,"Norman","CDKN1C_1"
"346","AttentionPert",0.8669,8,0.588523465558291,11,0,15,0.0612781806582475,14,0.379175411554135,12,14,"Norman","CEBPA+CEBPB_1"
"347","baseMLP",0.8406,10,0.95653928412897,2,0.877887788778878,4,0.406381425252478,9,0.770352124540082,6.25,6,"Norman","CEBPA+CEBPB_1"
