"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"153","baseReg",0.6953,8,0.876314562503238,9,0.458751636839808,12,0,2,0.287750200160128,12,0.150332163105835,8,0.411408093768168,8.5,11,"Norman","CBFA2T3+FEV_1"
"154","biolord",0.7291,6,0.932937885302803,5,0.558707987778263,8,0,2,0.357518014411529,9,0.121222502196663,12,0.449914398281543,7,7,"Norman","CBFA2T3+FEV_1"
"155","baseControl",-0.00669999999999993,15,0.606978189918665,12,0,15,0,2,0,15,0.135280387773636,9,0.12259309628205,11.3333333333333,15,"Norman","CBFA2T3+FEV_1"
"156","CPA",0.8561,1,0.885043775578926,8,1,1,0,2,1,1,0.775876167332922,2,0.752836657151975,2.5,1,"Norman","CBFA2T3+FEV_1"
"157","GEARS",0.757,3,0.997746464280164,2,0.688345700567438,4,0,2,0.476832132372565,6,0.0996530661409597,13,0.503262893893521,5,4,"Norman","CBFA2T3+FEV_1"
"158","GeneCompass",0.7512,5,0.961120033155468,3,0.591444783937145,6,0,2,0.383061115559114,8,0.12463010495709,11,0.468576006268136,5.83333333333333,6,"Norman","CBFA2T3+FEV_1"
"159","GenePert",0.6433,12,0.829611977412837,10,0.378873854212134,13,0,2,0.23143848412063,13,0.185233124814542,4,0.378076240093357,9,13,"Norman","CBFA2T3+FEV_1"
"160","linearModel",0.6807,10,0.91283738279024,7,0.520733304233959,9,0,2,0.327824926607953,10,0.174829197301261,5,0.436154135155569,7.16666666666667,8,"Norman","CBFA2T3+FEV_1"
"161","scELMo",0.7524,4,1,1,0.694020078568311,3,0,2,0.487000266880171,5,0.0313159597323843,14,0.494122717530144,4.83333333333333,3,"Norman","CBFA2T3+FEV_1"
"162","scFoundation",0.6588,11,0.3854582189297,13,0.585333915320821,7,0,2,0.699562316519883,3,0,15,0.388192408461734,8.5,11,"Norman","CBFA2T3+FEV_1"
"163","scGPT",0.6351,13,0,15,0.497162810999563,11,0,2,0.676533226581265,4,1,1,0.468132672930138,7.66666666666667,9,"Norman","CBFA2T3+FEV_1"
"164","scouter",0.6985,7,0.243200538776356,14,0.711479703186381,2,0,2,0.810789965305578,2,0.688792610161601,3,0.525460469571653,5,4,"Norman","CBFA2T3+FEV_1"
"165","trainMean",0.695,9,0.914080712842563,6,0.518987341772152,10,0,2,0.321921537229784,11,0.125802722637584,10,0.429298719080347,8,10,"Norman","CBFA2T3+FEV_1"
"166","AttentionPert",0.5987,8,0.96066779852858,5,0.959340659340659,6,0,3,0.701408869377333,7,1,1,0.703352887874429,5,4,"Norman","CBL_1"
"167","baseMLP",0.398,13,0,15,0,15,0.09,1,0,15,0.971806248088945,10,0.243301041348158,11.5,15,"Norman","CBL_1"
"168","baseReg",0.7906,1,1,1,1,1,0,3,0.641260728459339,9,0.999571381835781,2,0.73857201838252,2.83333333333333,1,"Norman","CBL_1"
"169","biolord",0.6381,7,0.960582908885116,6,0.958241758241758,7,0,3,0.613842014077602,11,0.998612234404208,5,0.694896485934781,6.5,6,"Norman","CBL_1"
"170","baseControl",-0.1233,15,0.896236559139785,10,0.893772893772894,12,0,3,0.568017711247219,14,0.99734291789996,7,0.538678347009976,10.1666666666667,14,"Norman","CBL_1"
"171","CPA",0.6965,3,0.540520656479909,11,0.9003663003663,11,0,3,0.982663652678538,2,0.825409251938721,13,0.657576643577245,7.16666666666667,8,"Norman","CBL_1"
"172","GEARS",0.7549,2,0.994368986983588,2,0.991941391941392,2,0,3,0.714352898375508,6,0.993566422419839,9,0.741521616620054,4,2,"Norman","CBL_1"
"173","GeneCompass",0.6879,4,0.971986417657046,3,0.971062271062271,4,0,3,0.71493188579085,5,0.995377669524152,8,0.723543040672387,4.5,3,"Norman","CBL_1"
"174","GenePert",0.5736,10,0.953140916808149,8,0.953113553113553,9,0,3,0.608344961145729,13,0.998429141712167,6,0.681104762129933,8.16666666666667,10,"Norman","CBL_1"
"175","linearModel",0.5962,9,0.955319750990379,7,0.954945054945055,8,0,3,0.609068140829261,12,0.998873028790391,4,0.685734329259181,7.16666666666667,8,"Norman","CBL_1"
"176","scELMo",0.506,12,0.93859649122807,9,0.938827838827839,10,0,3,0.689052701164852,8,0,15,0.51207950520346,9.5,12,"Norman","CBL_1"
"177","scFoundation",0.5441,11,0.351782682512733,12,0.891575091575092,13,0,3,0.939696575100879,3,0.903466020817166,11,0.605103395000978,8.83333333333333,11,"Norman","CBL_1"
"178","scGPT",0.6576,6,0.185059422750424,14,0.971428571428571,3,0,3,1,1,0.721863221007067,14,0.58932520253101,6.83333333333333,7,"Norman","CBL_1"
"179","scouter",-0.0752999999999999,14,0.188256932654216,13,0.854212454212454,14,0.01,2,0.934252762391107,4,0.865320404974757,12,0.462790425705422,9.83333333333333,13,"Norman","CBL_1"
"180","trainMean",0.6666,5,0.967883418222977,4,0.965934065934066,5,0,3,0.620803173117237,10,0.998899453316533,3,0.703353351765135,5,4,"Norman","CBL_1"
"181","AttentionPert",0.7533,7,0.927412732879587,3,0.863116094370474,5,0,2,0.641574623084825,6,0.994919519042668,2,0.696720494896259,4.16666666666667,3,"Norman","CBL+CNN1_1"
"182","baseMLP",0.3063,13,0.234603945039505,13,0,15,0.05,1,0,15,0.917844044363759,11,0.251457998233877,11.3333333333333,15,"Norman","CBL+CNN1_1"
"183","baseReg",0.7504,8,0.841322555334562,8,0.740714786264892,10,0,2,0.508373396628951,12,0.984020892696676,8,0.637471938487513,8,10,"Norman","CBL+CNN1_1"
"184","biolord",0.7414,9,0.871886575552433,7,0.776687689792105,9,0,2,0.530189623464412,11,0.984185478360741,7,0.650724894528282,7.5,9,"Norman","CBL+CNN1_1"
"185","baseControl",-0.2919,15,0.634344835136763,11,0.46694697500584,13,0,2,0.322626375618379,14,0.965524145250662,10,0.349590388501941,10.8333333333333,13,"Norman","CBL+CNN1_1"
"186","CPA",0.889,1,0.735434191558856,10,1,1,0,2,1,1,0.594858375106323,13,0.70321542777753,4.66666666666667,4,"Norman","CBL+CNN1_1"
"187","GEARS",0.8247,2,1,1,0.950712450362065,2,0,2,0.712760501799556,3,1,1,0.74802882536027,1.83333333333333,1,"Norman","CBL+CNN1_1"
"188","GeneCompass",0.8162,3,0.944108899147857,2,0.8843728100911,3,0,2,0.658214512028285,5,0.993784507317703,4,0.716113454764157,3.16666666666667,2,"Norman","CBL+CNN1_1"
"189","GenePert",0.7569,6,0.811889860044158,9,0.703807521607101,11,0,2,0.487149016867641,13,0.982007258185931,9,0.623625609450805,8.33333333333333,11,"Norman","CBL+CNN1_1"
"190","linearModel",0.7578,5,0.909421017097604,5,0.834618079887877,7,0,2,0.576121294564768,9,0.99153456498523,5,0.67824915942258,5.5,6,"Norman","CBL+CNN1_1"
"191","scELMo",0.6785,11,0.896191814316734,6,0.822471385190376,8,0,2,0.616136044261485,7,0.993901436786581,3,0.667866780092529,6.16666666666667,7,"Norman","CBL+CNN1_1"
"192","scFoundation",0.6958,10,0.472455887451417,12,0.872693295958888,4,0,2,0.858106987978687,2,0.655761139023044,12,0.592469551735339,7,8,"Norman","CBL+CNN1_1"
"193","scGPT",0.4054,12,0.041494078791307,14,0.603830880635366,12,0,2,0.690818778594967,4,0,15,0.290257289670273,9.83333333333333,12,"Norman","CBL+CNN1_1"
"194","scouter",-0.1514,14,0,15,0.438682550805886,14,0,2,0.582764855439028,8,0.460823783304211,14,0.221811864924854,11.1666666666667,14,"Norman","CBL+CNN1_1"
"195","trainMean",0.7593,4,0.910862544021313,4,0.835085260453165,6,0,2,0.574790413316869,10,0.991218042425135,6,0.67854271003608,5.33333333333333,5,"Norman","CBL+CNN1_1"
"196","AttentionPert",0.9274,4,1,1,1,1,0,2,0.551371688052257,5,0.991064586968208,5,0.744972712503411,3,1,"Norman","CBL+PTPN9_1"
"197","baseMLP",0.699,14,0.702632248219736,10,0.427512355848435,14,0.11,1,0.186190258892757,14,0.953131202186867,11,0.513077677524632,10.6666666666667,14,"Norman","CBL+PTPN9_1"
"198","baseReg",0.9727,1,0.995453967446592,2,0.956342668863262,5,0,2,0.386134095790001,11,0.997381898769724,4,0.71800210514493,4.16666666666667,3,"Norman","CBL+PTPN9_1"
"199","biolord",0.9214,6,0.978954730417091,6,0.92833607907743,7,0,2,0.376050265976967,12,0.998392496619422,3,0.700522262015152,6,7,"Norman","CBL+PTPN9_1"
"200","baseControl",-0.2092,15,0.55006993896236,12,0,15,0,2,0,15,0.962272888030353,10,0.217190471165452,11.5,15,"Norman","CBL+PTPN9_1"
"201","CPA",0.9439,2,0.656981180061038,11,0.986820428336079,2,0,2,1,1,0.680465327776262,12,0.711361156028896,5,4,"Norman","CBL+PTPN9_1"
"202","GEARS",0.9029,8,0.979813072227874,5,0.957990115321252,4,0,2,0.543017426517281,6,0.990563144785634,6,0.729047293142007,5.16666666666667,5,"Norman","CBL+PTPN9_1"
"203","GeneCompass",0.8813,11,0.939598168870804,7,0.878088962108731,8,0,2,0.507053894241048,7,0.98873515955887,7,0.699129364129909,7,8,"Norman","CBL+PTPN9_1"
"204","GenePert",0.8928,9,0.849376907426246,9,0.654036243822076,13,0,2,0.27416210075533,13,0.986539333629964,9,0.609485764272269,9.16666666666667,12,"Norman","CBL+PTPN9_1"
"205","linearModel",0.916,7,0.983532553407935,4,0.948105436573311,6,0,2,0.386169197729224,10,0.998744598247368,2,0.70542529765964,5.16666666666667,5,"Norman","CBL+PTPN9_1"
"206","scELMo",0.8212,12,0.901958290946083,8,0.803953871499176,11,0,2,0.474463339215567,8,0.988307770569046,8,0.664980545371646,8.16666666666667,10,"Norman","CBL+PTPN9_1"
"207","scFoundation",0.7895,13,0.268788148524924,13,0.779242174629325,12,0,2,0.812396090282188,4,0.635268007237788,13,0.547532403445704,9.5,13,"Norman","CBL+PTPN9_1"
"208","scGPT",0.9331,3,0,15,0.874794069192751,9,0,2,0.87039087604867,3,0,15,0.446380824206904,7.83333333333333,9,"Norman","CBL+PTPN9_1"
"209","scouter",0.8879,10,0.16486520854527,14,0.864085667215815,10,0,2,0.881862828003689,2,0.517350126326422,14,0.552677305015199,8.66666666666667,11,"Norman","CBL+PTPN9_1"
"210","trainMean",0.9269,5,0.993101475076297,3,0.966227347611203,3,0,2,0.389057130001627,9,1,1,0.712547658781521,3.83333333333333,2,"Norman","CBL+PTPN9_1"
"211","AttentionPert",0.8052,4,0.840698626006805,3,0.773903262092238,4,0,3,0.604689676598218,8,0.984561840644246,3,0.668175567556918,4.16666666666667,3,"Norman","CBL+PTPN12_1"
"212","baseMLP",0.4212,14,0.300254124133178,13,0,15,0.06,1,0,15,0.921606484452297,11,0.283843434764246,11.5,15,"Norman","CBL+PTPN12_1"
"213","baseReg",0.798,6,0.725696687771891,8,0.602924634420697,11,0,3,0.431330988244491,12,0.973150603366856,8,0.588517152300656,8,9,"Norman","CBL+PTPN12_1"
"214","biolord",0.9433,1,1,1,1,1,0,3,0.706235030015133,5,1,1,0.774922505002522,2,1,"Norman","CBL+PTPN12_1"
"215","baseControl",-0.1103,15,0.547465219451264,10,0.331833520809899,14,0.01,2,0.232517062024593,14,0.958863719441188,10,0.328396586954491,10.8333333333333,14,"Norman","CBL+PTPN12_1"
"216","CPA",0.8872,2,0.503811861997674,11,0.785901762279715,3,0,3,1,1,0.640812501135404,13,0.636287687568799,5.5,5,"Norman","CBL+PTPN12_1"
"217","GEARS",0.8219,3,0.843455226773485,2,0.791151106111736,2,0,3,0.636167984526422,6,0.980232539427551,4,0.678817809473199,3.33333333333333,2,"Norman","CBL+PTPN12_1"
"218","GeneCompass",0.804,5,0.829887582374984,4,0.762279715035621,5,0,3,0.608289989276731,7,0.985825426586356,2,0.665047118878949,4.33333333333333,4,"Norman","CBL+PTPN12_1"
"219","GenePert",0.7467,7,0.71281819356506,9,0.578552680914886,12,0,3,0.400100718559274,13,0.972738561990628,9,0.568485025838308,8.83333333333333,12,"Norman","CBL+PTPN12_1"
"220","linearModel",0.7022,9,0.751625963733471,6,0.648293963254593,8,0,3,0.461466382049046,10,0.977875812403705,5,0.590243686906803,6.83333333333333,6,"Norman","CBL+PTPN12_1"
"221","scELMo",0.6775,13,0.756062368092346,5,0.659917510311211,7,0,3,0.540675766413117,9,0.976975691846606,6,0.601855222777213,7.16666666666667,7,"Norman","CBL+PTPN12_1"
"222","scFoundation",0.683,12,0.308222423224361,12,0.687664041994751,6,0,3,0.883953178397122,2,0.646280728861605,12,0.534853395412973,7.83333333333333,8,"Norman","CBL+PTPN12_1"
"223","scGPT",0.6982,10,0,15,0.57180352455943,13,0,3,0.823299058957939,4,0,15,0.348883763919561,10,13,"Norman","CBL+PTPN12_1"
"224","scouter",0.7126,8,0.174398070379463,14,0.64079490063742,9,0,3,0.873452892777327,3,0.530272165382887,14,0.488586338196183,8.5,11,"Norman","CBL+PTPN12_1"
"225","trainMean",0.6901,11,0.743334625489943,7,0.638920134983127,10,0,3,0.457788400829801,11,0.974945130183165,7,0.584181381914339,8.16666666666667,10,"Norman","CBL+PTPN12_1"
"226","AttentionPert",0.8832,1,1,1,0.993911719939117,2,0,3,0.499941123768079,6,0.0236372400265007,12,0.566781680622283,4.16666666666667,3,"Norman","CBL+TGFBR2_1"
"227","baseMLP",0.5459,13,0.704772124731726,11,0.08675799086758,14,0.12,1,0.0220197107385129,14,0.060793552349208,10,0.256707229781171,10.5,14,"Norman","CBL+TGFBR2_1"
"228","baseReg",0.8803,2,0.953067794470395,3,0.829528158295282,4,0,3,0.28738768718802,9,0.0668530460096034,6,0.502856114327217,4.5,4,"Norman","CBL+TGFBR2_1"
"229","biolord",0.8589,4,0.909323317762909,7,0.684931506849315,8,0,3,0.246845001919877,12,0.0653639004206432,8,0.460893954492124,7,8,"Norman","CBL+TGFBR2_1"
"230","baseControl",0.3154,15,0.706539578336069,10,0,15,0.02,2,0,15,0.0561082687087163,11,0.183007974507464,11.3333333333333,15,"Norman","CBL+TGFBR2_1"
"231","CPA",0.8764,3,0.635273324075243,12,0.968036529680365,3,0,3,1,1,1,1,0.746618308959268,3.83333333333333,2,"Norman","CBL+TGFBR2_1"
"232","GEARS",0.8515,6,0.993498295669739,2,1,1,0,3,0.51382567515679,5,0.0869144622082776,4,0.574289738839134,3.5,1,"Norman","CBL+TGFBR2_1"
"233","GeneCompass",0.8398,7,0.936150738543113,4,0.791476407914764,5,0,3,0.397117624472034,7,0.0205973182844529,13,0.497523681535727,6.5,6,"Norman","CBL+TGFBR2_1"
"234","GenePert",0.6336,11,0.833890922863275,9,0.438356164383562,11,0,3,0.147211058492256,13,0.0625783755865296,9,0.352606086887604,9.33333333333333,12,"Norman","CBL+TGFBR2_1"
"235","linearModel",0.8535,5,0.926303497033203,5,0.751902587519026,6,0,3,0.27667733265071,10,0.0665985053089651,7,0.479163653751984,6,5,"Norman","CBL+TGFBR2_1"
"236","scELMo",0.7193,9,0.890291629844717,8,0.634703196347032,9,0,3,0.312202739024703,8,0.00374745556402212,14,0.426707503463412,8.5,10,"Norman","CBL+TGFBR2_1"
"237","scFoundation",0.5806,12,0.265970205782098,13,0.403348554033486,12,0,3,0.69192883655446,3,0,15,0.323641266061674,9.66666666666667,13,"Norman","CBL+TGFBR2_1"
"238","scGPT",0.699,10,0,15,0.461187214611872,10,0,3,0.736362472801741,2,0.951009561232146,2,0.474593208107627,7,8,"Norman","CBL+TGFBR2_1"
"239","scouter",0.4195,14,0.0551698017927029,14,0.175038051750381,13,0,3,0.653761679252528,4,0.679283216707996,3,0.330458791583934,8.5,10,"Norman","CBL+TGFBR2_1"
"240","trainMean",0.8254,8,0.917055927281909,6,0.71841704718417,7,0,3,0.256562140023038,11,0.0690483000940176,5,0.464413902430523,6.66666666666667,7,"Norman","CBL+TGFBR2_1"
"241","AttentionPert",0.9423,4,1,1,1,1,0,2,0.773836301155889,2,0.00459291314638566,14,0.620121535717046,4,2,"Norman","CBL+UBASH3A_1"
"242","baseMLP",0.5443,13,0.719569892473118,10,0.478571428571429,10,0.05,1,0.287129022180568,9,0.127957960025752,4,0.367921383875145,7.83333333333333,10,"Norman","CBL+UBASH3A_1"
"243","baseReg",0.9352,5,0.832353643966547,4,0.633333333333333,4,0,2,0.414698531708841,6,0.123029973832423,8,0.489769247140191,4.83333333333333,3,"Norman","CBL+UBASH3A_1"
"244","biolord",0.8955,6,0.798661887694146,6,0.564285714285714,6,0,2,0.361230865354577,7,0.123319873746625,6,0.457166390180177,5.5,6,"Norman","CBL+UBASH3A_1"
"245","baseControl",-0.0410999999999999,14,0.598470728793309,12,0.15,14,0,2,0.0166041861918149,14,0.11857838779716,9,0.140425550463714,10.8333333333333,14,"Norman","CBL+UBASH3A_1"
"246","CPA",0.9944,1,0.841529271206691,3,0.992857142857143,2,0,2,1,1,0.985966019462465,2,0.80245873892105,1.83333333333333,1,"Norman","CBL+UBASH3A_1"
"247","GEARS",0.8878,7,0.877037037037037,2,0.759523809523809,3,0,2,0.631193377069666,3,0,15,0.525925703938419,5.33333333333333,5,"Norman","CBL+UBASH3A_1"
"248","GeneCompass",0.7048,11,0.780119474313023,8,0.507142857142857,8,0,2,0.418759762574196,5,0.019319357708552,13,0.405023575289771,7.83333333333333,10,"Norman","CBL+UBASH3A_1"
"249","GenePert",0.948,3,0.812855436081243,5,0.6,5,0,2,0.337457044673539,8,0.123204601654608,7,0.470252847068232,5,4,"Norman","CBL+UBASH3A_1"
"250","linearModel",0.7281,10,0.701935483870968,11,0.364285714285714,13,0,2,0.176054358013121,13,0.108045964655488,10,0.346403586804215,9.83333333333333,12,"Norman","CBL+UBASH3A_1"
"251","scELMo",0.7298,9,0.790681003584229,7,0.561904761904762,7,0,2,0.576148078725398,4,0.0654753452088377,12,0.454001531570538,6.83333333333333,7,"Norman","CBL+UBASH3A_1"
"252","scFoundation",0.6702,12,0.445878136200717,13,0.504761904761905,9,0,2,0.209746954076851,12,0.0770628964950981,11,0.317941648589095,9.83333333333333,12,"Norman","CBL+UBASH3A_1"
"253","scGPT",0.9781,2,0.124540023894863,14,0.438095238095238,12,0,2,0.220321774445486,11,1,1,0.460176172739264,7,8,"Norman","CBL+UBASH3A_1"
"254","scouter",-0.4983,15,0,15,0,15,0,2,0,15,0.715666839397864,3,0.0362278065663106,10.8333333333333,14,"Norman","CBL+UBASH3A_1"
"255","trainMean",0.8607,8,0.752879330943847,9,0.473809523809524,11,0,2,0.258044361137145,10,0.124222652707944,5,0.411609311433077,7.5,9,"Norman","CBL+UBASH3A_1"
"256","AttentionPert",0.9598,2,1,1,1,1,0,2,0.632234430446476,6,1,1,0.765339071741079,2.16666666666667,1,"Norman","CBL+UBASH3B_1"
"257","baseMLP",0.8385,13,0.8736118569434,9,0.794274623968947,9,0.16,1,0.418250996968824,12,0.974356901137281,10,0.676499063169742,9,10,"Norman","CBL+UBASH3B_1"
"258","baseReg",0.9679,1,0.911674363655891,7,0.811741872877244,8,0,2,0.42535546758692,11,0.990245646770711,6,0.684486225148461,5.83333333333333,6,"Norman","CBL+UBASH3B_1"
"259","biolord",0.9399,6,0.894597787563097,8,0.779233381853469,10,0,2,0.410497337348868,13,0.989918996490671,7,0.669024583876018,7.66666666666667,9,"Norman","CBL+UBASH3B_1"
"260","baseControl",0.2295,15,0.529610138545806,12,0,15,0,2,0,15,0.955107124574417,11,0.285702877186704,11.6666666666667,15,"Norman","CBL+UBASH3B_1"
"261","CPA",0.9481,4,0.695865105788852,11,0.939835031538088,3,0,2,1,1,0.694757379772311,12,0.713092919516542,5.5,4,"Norman","CBL+UBASH3B_1"
"262","GEARS",0.9444,5,0.990742132961014,2,0.992721979621543,2,0,2,0.63570734755041,5,0.995781351235163,2,0.759892135228022,3,2,"Norman","CBL+UBASH3B_1"
"263","GeneCompass",0.9509,3,0.941595961765654,3,0.881125667151868,4,0,2,0.5657072011168,8,0.992697430382322,4,0.722004376736107,4,3,"Norman","CBL+UBASH3B_1"
"264","GenePert",0.8588,11,0.752507786489099,10,0.486656962639495,13,0,2,0.25292013022829,14,0.976661338088899,9,0.554591036240964,9.83333333333333,13,"Norman","CBL+UBASH3B_1"
"265","linearModel",0.939,7,0.916872516378477,5,0.828723920426977,6,0,2,0.431605742149938,10,0.993460929240822,3,0.684943851366036,5.5,4,"Norman","CBL+UBASH3B_1"
"266","scELMo",0.9297,9,0.918569434002792,4,0.850557981562348,5,0,2,0.565834110244983,7,0.98658294594099,8,0.708540745291852,5.83333333333333,6,"Norman","CBL+UBASH3B_1"
"267","scFoundation",0.8047,14,0.339297604983353,13,0.666181465308103,11,0,2,0.751033577226645,2,0.629812075623087,13,0.531837453856865,9.16666666666667,11,"Norman","CBL+UBASH3B_1"
"268","scGPT",0.84,12,0,15,0.482290150412421,14,0,2,0.674485407890819,4,0,15,0.332795926383873,10.3333333333333,14,"Norman","CBL+UBASH3B_1"
"269","scouter",0.8818,10,0.191945011276984,14,0.601649684619117,12,0,2,0.744736932020637,3,0.526867090111983,14,0.491166453004787,9.16666666666667,11,"Norman","CBL+UBASH3B_1"
"270","trainMean",0.9372,8,0.913693480829127,6,0.825327510917031,7,0,2,0.432428210922971,9,0.992077787529452,5,0.68345449836643,6.16666666666667,8,"Norman","CBL+UBASH3B_1"
"271","AttentionPert",0.9216,7,0.963235966007737,4,0.912162162162162,4,0,2,0.627092073469025,6,0.410912749672352,13,0.639167158551879,6,5,"Norman","CDKN1A+CDKN1B_1"
"272","baseMLP",0.6412,14,0.734031860132192,10,0.460304054054054,14,0.06,1,0.204771187571342,14,0.491671091520073,6,0.431996365546277,9.83333333333333,14,"Norman","CDKN1A+CDKN1B_1"
"273","baseReg",0.9477,4,0.935914227407024,7,0.838682432432432,7,0,2,0.376929006626443,12,0.478347771075916,10,0.596262239590303,7,8,"Norman","CDKN1A+CDKN1B_1"
"274","biolord",0.9694,3,0.96488075294691,3,0.923986486486487,3,0,2,0.422031812858562,11,0.492363271280556,5,0.628777053928752,4.5,3,"Norman","CDKN1A+CDKN1B_1"
"275","baseControl",0.1512,15,0.578995461606409,11,0,15,0,2,0,15,0.480730050586768,7,0.201820918698863,10.8333333333333,15,"Norman","CDKN1A+CDKN1B_1"
"276","CPA",0.797,13,0.566202674301727,12,0.55152027027027,13,0,2,1,1,0.949472206201368,2,0.644032525128894,7.16666666666667,9,"Norman","CDKN1A+CDKN1B_1"
"277","GEARS",0.9022,9,0.940300325911486,6,0.878378378378378,6,0,2,0.609302963369257,7,0,15,0.555030277943187,7.5,11,"Norman","CDKN1A+CDKN1B_1"
"278","GeneCompass",0.9125,8,0.950504096737839,5,0.903716216216216,5,0,2,0.645036838282165,5,0.415382879305802,12,0.637856671757004,6.16666666666667,6,"Norman","CDKN1A+CDKN1B_1"
"279","GenePert",0.8838,10,0.82949042063903,9,0.603040540540541,12,0,2,0.276683665149651,13,0.471436848604192,11,0.510741912488902,9.5,13,"Norman","CDKN1A+CDKN1B_1"
"280","linearModel",0.9759,1,1,1,1,1,0,2,0.452769912685118,9,0.479827200200089,9,0.651416185480868,3.83333333333333,1,"Norman","CDKN1A+CDKN1B_1"
"281","scELMo",0.8564,11,0.904206390301849,8,0.815878378378378,8,0,2,0.580740323465319,8,0.406610922473488,14,0.593972669103172,8.5,12,"Norman","CDKN1A+CDKN1B_1"
"282","scFoundation",0.8499,12,0.332825683043465,13,0.790540540540541,10,0,2,0.920616096179788,3,0.512003077048312,4,0.567647566135351,7.33333333333333,10,"Norman","CDKN1A+CDKN1B_1"
